service_id,date,exception_type
27786,20261006,1
27788,20261006,1
27789,20261006,1
27792,20261006,1
27795,20261006,1
27798,20261006,1
27799,20261006,1
27804,20261006,1
27807,20261006,1
27808,20261006,1
27809,20261006,1
27810,20261006,1
27811,20261006,1
27819,20261006,1
27820,20261006,1
27821,20261006,1
27822,20261006,1
27767,20261007,1
27769,20261007,1
27771,20261007,1
27773,20261007,1
27776,20261007,1
27779,20261007,1
27780,20261007,1
27786,20261007,1
27788,20261007,1
27789,20261007,1
27792,20261007,1
27795,20261007,1
27798,20261007,1
27799,20261007,1
27804,20261007,1
27807,20261007,1
27808,20261007,1
27809,20261007,1
27810,20261007,1
27811,20261007,1
27819,20261007,1
27820,20261007,1
27821,20261007,1
27822,20261007,1
27767,20261008,1
27769,20261008,1
27771,20261008,1
27773,20261008,1
27776,20261008,1
27779,20261008,1
27780,20261008,1
27786,20261008,1
27788,20261008,1
27789,20261008,1
27792,20261008,1
27795,20261008,1
27798,20261008,1
27799,20261008,1
27804,20261008,1
27807,20261008,1
27808,20261008,1
27809,20261008,1
27810,20261008,1
27811,20261008,1
27819,20261008,1
27820,20261008,1
27821,20261008,1
27822,20261008,1
27767,20261009,1
27769,20261009,1
27771,20261009,1
27773,20261009,1
27776,20261009,1
27779,20261009,1
27780,20261009,1
27786,20261009,1
27788,20261009,1
27789,20261009,1
27792,20261009,1
27795,20261009,1
27798,20261009,1
27799,20261009,1
27804,20261009,1
27807,20261009,1
27808,20261009,1
27809,20261009,1
27810,20261009,1
27811,20261009,1
27819,20261009,1
27820,20261009,1
27821,20261009,1
27822,20261009,1
27765,20261012,1
27767,20261103,1
27769,20261103,1
27771,20261103,1
27773,20261103,1
27776,20261103,1
27779,20261103,1
27780,20261103,1
27786,20261103,1
27788,20261103,1
27789,20261103,1
27792,20261103,1
27795,20261103,1
27798,20261103,1
27799,20261103,1
27804,20261103,1
27807,20261103,1
27808,20261103,1
27809,20261103,1
27810,20261103,1
27811,20261103,1
27819,20261103,1
27820,20261103,1
27821,20261103,1
27822,20261103,1
27762,20261111,1
27761,20261126,1
27763,20261126,1
27767,20261127,1
27769,20261127,1
27771,20261127,1
27773,20261127,1
27776,20261127,1
27779,20261127,1
27780,20261127,1
27786,20261127,1
27788,20261127,1
27789,20261127,1
27792,20261127,1
27795,20261127,1
27798,20261127,1
27799,20261127,1
27804,20261127,1
27807,20261127,1
27808,20261127,1
27809,20261127,1
27810,20261127,1
27811,20261127,1
27819,20261127,1
27820,20261127,1
27821,20261127,1
27822,20261127,1
